time app subpolicy target_mem credit_bytes share min_mem min_mem_pct steal_size bytes_in_use need hits accesses shadow_q_hits survivor_items survivor_bytes evicted_items evicted_bytes hit_rate w_hit_rate live_items 
30172822 2 normal 100000000 0 100000000 10000000 10 65536 161960727 0.617434 776 3398 103 1108098 369447195 45540 15071793 0.22837 -1 484274 
30172822 1 normal 200000000 0 200000000 20000000 10 65536 115905754 1.72554 490 3507 0 538090 107888026 0 0 0.139721 -1 572328 
30176413 2 normal 100000000 0 100000000 10000000 10 65536 161979092 0.617364 791 3465 103 1108098 369447195 45540 15071793 0.228283 -1 484330 
30176413 1 normal 200000000 0 200000000 20000000 10 65536 115917642 1.72536 494 3572 0 538090 107888026 0 0 0.138298 -1 572393 
30180013 2 normal 100000000 0 100000000 10000000 10 65536 161992692 0.617312 806 3522 103 1108098 369447195 45540 15071793 0.228847 -1 484375 
30180013 1 normal 200000000 0 200000000 20000000 10 65536 115931879 1.72515 505 3643 0 538090 107888026 0 0 0.138622 -1 572464 
30183609 2 normal 100000000 0 100000000 10000000 10 65536 162009513 0.617248 818 3585 103 1108098 369447195 45540 15071793 0.228173 -1 484430 
30183609 1 normal 200000000 0 200000000 20000000 10 65536 115944739 1.72496 516 3720 0 538090 107888026 0 0 0.13871 -1 572541 
30187243 2 normal 100000000 0 100000000 10000000 10 65536 162028945 0.617174 833 3653 103 1108098 369447195 45540 15071793 0.228032 -1 484489 
30187243 1 normal 200000000 0 200000000 20000000 10 65536 115965166 1.72466 523 3803 0 538090 107888026 0 0 0.137523 -1 572624 
30190850 2 normal 100000000 0 100000000 10000000 10 65536 162048886 0.617098 863 3740 103 1108098 369447195 45540 15071793 0.230749 -1 484556 
30190850 1 normal 200000000 0 200000000 20000000 10 65536 115977398 1.72447 538 3874 0 538090 107888026 0 0 0.138875 -1 572695 
30194420 2 normal 100000000 0 100000000 10000000 10 65536 162064259 0.617039 881 3819 103 1108098 369447195 45540 15071793 0.230689 -1 484621 
30194420 1 normal 200000000 0 200000000 20000000 10 65536 115996231 1.72419 549 3945 0 538090 107888026 0 0 0.139163 -1 572766 
30198031 2 normal 100000000 0 100000000 10000000 10 65536 162078525 0.616985 901 3882 103 1108098 369447195 45540 15071793 0.232097 -1 484668 
30198031 1 normal 200000000 0 200000000 20000000 10 65536 116013530 1.72394 567 4028 0 538090 107888026 0 0 0.140765 -1 572848 
30201606 2 normal 100000000 0 100000000 10000000 10 65536 162094491 0.616924 917 3931 103 1108098 369447195 45540 15071793 0.233274 -1 484707 
30201606 1 normal 200000000 0 200000000 20000000 10 65536 116027725 1.72373 575 4099 0 538090 107888026 0 0 0.140278 -1 572918 
30205219 2 normal 100000000 0 100000000 10000000 10 65536 162118241 0.616834 926 3999 103 1108098 369447195 45540 15071793 0.231558 -1 484767 
30205219 1 normal 200000000 0 200000000 20000000 10 65536 116037719 1.72358 585 4161 0 538090 107888026 0 0 0.140591 -1 572980 
30208816 2 normal 100000000 0 100000000 10000000 10 65536 162137009 0.616762 937 4063 103 1108098 369447195 45540 15071793 0.230618 -1 484825 
30208816 1 normal 200000000 0 200000000 20000000 10 65536 116055216 1.72332 594 4227 0 538090 107888026 0 0 0.140525 -1 573046 
30212412 2 normal 100000000 0 100000000 10000000 10 65536 162159150 0.616678 947 4117 103 1108098 369447195 45540 15071793 0.230022 -1 484873 
30212412 1 normal 200000000 0 200000000 20000000 10 65536 116063487 1.72319 600 4292 0 538090 107888026 0 0 0.139795 -1 573111 
30216009 2 normal 100000000 0 100000000 10000000 10 65536 162184688 0.616581 964 4190 104 1108098 369447195 45540 15071793 0.230072 -1 484933 
30216009 1 normal 200000000 0 200000000 20000000 10 65536 116080932 1.72294 617 4361 0 538090 107888026 0 0 0.141481 -1 573180 
30219646 2 normal 100000000 0 100000000 10000000 10 65536 162207662 0.616494 985 4261 104 1108098 369447195 45540 15071793 0.231166 -1 484989 
30219646 1 normal 200000000 0 200000000 20000000 10 65536 116098728 1.72267 629 4439 0 538090 107888026 0 0 0.141699 -1 573257 
30223224 2 normal 100000000 0 100000000 10000000 10 65536 162225309 0.616427 999 4329 104 1108098 369447195 45540 15071793 0.230769 -1 485049 
30223224 1 normal 200000000 0 200000000 20000000 10 65536 116116727 1.7224 642 4521 0 538090 107888026 0 0 0.142004 -1 573338 
30226810 2 normal 100000000 0 100000000 10000000 10 65536 162239366 0.616373 1008 4386 105 1108098 369447195 45540 15071793 0.229822 -1 485099 
30226810 1 normal 200000000 0 200000000 20000000 10 65536 116130415 1.7222 651 4599 0 538090 107888026 0 0 0.141553 -1 573416 
30230421 2 normal 100000000 0 100000000 10000000 10 65536 162257385 0.616305 1032 4468 105 1108098 369447195 45540 15071793 0.230976 -1 485167 
30230421 1 normal 200000000 0 200000000 20000000 10 65536 116145029 1.72199 667 4667 0 538090 107888026 0 0 0.142918 -1 573484 
30234051 2 normal 100000000 0 100000000 10000000 10 65536 162276679 0.616231 1053 4543 105 1108098 369447195 45540 15071793 0.231785 -1 485226 
30234051 1 normal 200000000 0 200000000 20000000 10 65536 116157809 1.7218 676 4743 0 538090 107888026 0 0 0.142526 -1 573560 
30237618 2 normal 100000000 0 100000000 10000000 10 65536 162301549 0.616137 1070 4610 105 1108098 369447195 45540 15071793 0.232104 -1 485284 
30237618 1 normal 200000000 0 200000000 20000000 10 65536 116167648 1.72165 688 4816 0 538090 107888026 0 0 0.142857 -1 573633 
30241206 2 normal 100000000 0 100000000 10000000 10 65536 162324843 0.616049 1086 4679 105 1108098 369447195 45540 15071793 0.232101 -1 485344 
30241206 1 normal 200000000 0 200000000 20000000 10 65536 116175437 1.72153 700 4884 0 538090 107888026 0 0 0.143325 -1 573701 
30244814 2 normal 100000000 0 100000000 10000000 10 65536 162350368 0.615952 1100 4756 105 1108098 369447195 45540 15071793 0.231287 -1 485412 
30244814 1 normal 200000000 0 200000000 20000000 10 65536 116201365 1.72115 705 4951 0 538090 107888026 0 0 0.142395 -1 573768 
30248427 2 normal 100000000 0 100000000 10000000 10 65536 162380548 0.615837 1113 4826 105 1108098 369447195 45540 15071793 0.230626 -1 485476 
30248427 1 normal 200000000 0 200000000 20000000 10 65536 116211176 1.721 713 5008 0 538090 107888026 0 0 0.142372 -1 573825 
30252032 2 normal 100000000 0 100000000 10000000 10 65536 162402833 0.615753 1129 4909 105 1108098 369447195 45540 15071793 0.229986 -1 485550 
30252032 1 normal 200000000 0 200000000 20000000 10 65536 116224499 1.72081 723 5082 0 538090 107888026 0 0 0.142267 -1 573899 
30255622 2 normal 100000000 0 100000000 10000000 10 65536 162419872 0.615688 1144 4977 105 1108098 369447195 45540 15071793 0.229857 -1 485606 
30255622 1 normal 200000000 0 200000000 20000000 10 65536 116237830 1.72061 736 5157 0 538090 107888026 0 0 0.142719 -1 573974 
30259249 2 normal 100000000 0 100000000 10000000 10 65536 161642407 0.61865 1163 5046 106 1150873 383766535 47384 15675848 0.23048 -1 483259 
30259249 1 normal 200000000 0 200000000 20000000 10 65536 116000848 1.72413 746 5228 0 565564 113478964 0 0 0.142693 -1 572844 
30262823 2 normal 100000000 0 100000000 10000000 10 65536 161658696 0.618587 1183 5122 106 1150873 383766535 47384 15675848 0.230964 -1 483324 
30262823 1 normal 200000000 0 200000000 20000000 10 65536 116013134 1.72394 756 5299 0 565564 113478964 0 0 0.142668 -1 572914 
30266416 2 normal 100000000 0 100000000 10000000 10 65536 161679369 0.618508 1195 5192 106 1150873 383766535 47384 15675848 0.230162 -1 483386 
30266416 1 normal 200000000 0 200000000 20000000 10 65536 116022453 1.7238 762 5354 0 565564 113478964 0 0 0.142323 -1 572969 
30270138 2 normal 100000000 0 100000000 10000000 10 65536 161693388 0.618454 1212 5251 106 1150873 383766535 47384 15675848 0.230813 -1 483432 
30270138 1 normal 200000000 0 200000000 20000000 10 65536 116035918 1.7236 775 5436 0 565564 113478964 0 0 0.142568 -1 573050 
30273618 2 normal 100000000 0 100000000 10000000 10 65536 161712968 0.61838 1230 5328 106 1150873 383766535 47384 15675848 0.230856 -1 483501 
30273618 1 normal 200000000 0 200000000 20000000 10 65536 116048127 1.72342 794 5504 0 565564 113478964 0 0 0.144259 -1 573117 
