accesses get set
81526785 1.498022072e-06 1.083995599e-05
81788929 1.498057034e-06 1.08523042e-05
82051073 1.498105179e-06 1.085994538e-05
82313217 1.498150344e-06 1.087323132e-05
82575361 1.498182459e-06 1.088152991e-05
82837505 1.498208093e-06 1.089359272e-05
83099649 1.498244504e-06 1.090195296e-05
83361793 1.498287032e-06 1.091419872e-05
83623937 1.49832372e-06 1.092228357e-05
83886081 1.498356091e-06 1.09337615e-05
84148225 1.498375187e-06 1.094597597e-05
84410369 1.498405372e-06 1.09534495e-05
84672513 1.498424552e-06 1.096477839e-05
84934657 1.498440859e-06 1.09725948e-05
85196801 1.498553489e-06 1.098456052e-05
85458945 1.498570576e-06 1.099198658e-05
85721089 1.498600262e-06 1.100309634e-05
85983233 1.498719982e-06 1.101361686e-05
86245377 1.498723594e-06 1.102060521e-05
86507521 1.49872315e-06 1.103194029e-05
86769665 1.498718307e-06 1.103936311e-05
87031809 1.498721167e-06 1.104960345e-05
87293953 1.49872715e-06 1.106037831e-05
87556097 1.498825769e-06 1.10665916e-05
87818241 1.498824651e-06 1.10761506e-05
88080385 1.498831748e-06 1.108619355e-05
88342529 1.498842561e-06 1.109242939e-05
88604673 1.498845714e-06 1.11022011e-05
88866817 1.498845428e-06 1.110861419e-05
89128961 1.498835551e-06 1.11178879e-05
89391105 1.498843508e-06 1.112723002e-05
89653249 1.49886313e-06 1.113433184e-05
89915393 1.498875553e-06 1.114346203e-05
90177537 1.498963432e-06 1.115013786e-05
90439681 1.498966249e-06 1.115845502e-05
90701825 1.498955764e-06 1.11646338e-05
90963969 1.498947186e-06 1.11744549e-05
91226113 1.498933835e-06 1.118049276e-05
91488257 1.498937993e-06 1.119005436e-05
91750401 1.499032831e-06 1.119895926e-05
92012545 1.499030359e-06 1.12053727e-05
92274689 1.499033992e-06 1.121346752e-05
92536833 1.499016812e-06 1.12193486e-05
92798977 1.499021906e-06 1.122829892e-05
93061121 1.499046582e-06 1.12368178e-05
93323265 1.499043195e-06 1.124241284e-05
93585409 1.49902942e-06 1.125102636e-05
93847553 1.499007474e-06 1.125634084e-05
94109697 1.499001579e-06 1.126619337e-05
94371841 1.49899667e-06 1.127459255e-05
94633985 1.498978389e-06 1.128007361e-05
94896129 1.498957364e-06 1.128909912e-05
95158273 1.498936917e-06 1.129805496e-05
95420417 1.49893028e-06 1.130347239e-05
95682561 1.498911786e-06 1.131211058e-05
95944705 1.498882188e-06 1.131832918e-05
96206849 1.498856057e-06 1.132620317e-05
96468993 1.498835562e-06 1.13344417e-05
96731137 1.498815923e-06 1.133891677e-05
96993281 1.498798812e-06 1.134648349e-05
97255425 1.498773558e-06 1.135393016e-05
97517569 1.498738236e-06 1.13586952e-05
97779713 1.498713494e-06 1.136676195e-05
98041857 1.498702104e-06 1.137193394e-05
98304001 1.498699573e-06 1.138024414e-05
98566145 1.498688432e-06 1.138772436e-05
98828289 1.498679e-06 1.139269891e-05
99090433 1.498659455e-06 1.140161608e-05
99352577 1.498621484e-06 1.140582046e-05
99614721 1.498592716e-06 1.141326369e-05
99876865 1.498558243e-06 1.142098483e-05
